fund,field,source,as_of,value
PLTL,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
PLTL,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
PLTL,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
PTNT,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
PTNT,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
PTNT,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,-766.41
PTNT,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,94341.62
PTNT,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
PTNT,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-60236.53
PTNT,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,342.25
PTNT,totAssets,EagleSTAR TrialBalance,20260624,1434204.61
PTNT,totLiabs,EagleSTAR TrialBalance,20260624,342.25
PTNT,netAssets,EagleSTAR TrialBalance,20260624,1433862.36
PTNT,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
PTNT,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
PTNT,mon2Sales,EagleSTAR TrialBalance,20260624,1272466.00
PTNT,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
PTNT,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
PTNT,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
QJN,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
QJN,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
QJN,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
QJN,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
QJN,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-138.92
QJN,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-23877.82
QJN,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,238.33
QJN,totAssets,EagleSTAR TrialBalance,20260624,976570.63
QJN,totLiabs,EagleSTAR TrialBalance,20260624,238.33
QJN,netAssets,EagleSTAR TrialBalance,20260624,976332.30
QJN,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
QJN,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
QJN,mon2Sales,EagleSTAR TrialBalance,20260624,500000.00
QJN,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
QJN,mon3Sales,EagleSTAR TrialBalance,20260624,500000.00
QJN,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
QMY,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
QMY,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
QMY,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
QMY,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,190630.01
QMY,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,7400.30
QMY,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-125264.53
QMY,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,609.62
QMY,totAssets,EagleSTAR TrialBalance,20260624,4734775.86
QMY,totLiabs,EagleSTAR TrialBalance,20260624,609.62
QMY,netAssets,EagleSTAR TrialBalance,20260624,4734166.24
QMY,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
QMY,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
QMY,mon2Sales,EagleSTAR TrialBalance,20260624,5056842.50
QMY,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
QMY,mon3Sales,EagleSTAR TrialBalance,20260624,131338.50
QMY,mon3Redemption,EagleSTAR TrialBalance,20260624,657652.50
QQJN,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
QQJN,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
QQJN,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
QQJN,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
QQJN,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-140.40
QQJN,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-18633.12
QQJN,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,276.89
QQJN,totAssets,EagleSTAR TrialBalance,20260624,1226918.41
QQJN,totLiabs,EagleSTAR TrialBalance,20260624,276.89
QQJN,netAssets,EagleSTAR TrialBalance,20260624,1226641.52
QQJN,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
QQJN,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
QQJN,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
QQJN,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
QQJN,mon3Sales,EagleSTAR TrialBalance,20260624,994876.00
QQJN,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
QQMY,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
QQMY,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
QQMY,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
QQMY,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,192881.06
QQMY,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,14571.88
QQMY,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-103934.17
QQMY,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,610.33
QQMY,totAssets,EagleSTAR TrialBalance,20260624,5374972.26
QQMY,totLiabs,EagleSTAR TrialBalance,20260624,610.33
QQMY,netAssets,EagleSTAR TrialBalance,20260624,5374361.93
QQMY,mon1Sales,EagleSTAR TrialBalance,20260624,25.00
QQMY,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
QQMY,mon2Sales,EagleSTAR TrialBalance,20260624,5402170.00
QQMY,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
QQMY,mon3Sales,EagleSTAR TrialBalance,20260624,514538.00
QQMY,mon3Redemption,EagleSTAR TrialBalance,20260624,651987.50
RCKZ,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
RCKZ,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
RCKZ,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
RCKZ,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
RCKZ,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
RCKZ,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
RCKZ,totAssets,EagleSTAR TrialBalance,20260624,125000.00
RCKZ,netAssets,EagleSTAR TrialBalance,20260624,125000.00
RCKZ,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
RCKZ,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
RCKZ,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
RCKZ,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
RCKZ,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
RCKZ,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
RKX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
RKX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
RKX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
RKX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
RKX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
RKX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
RKX,totAssets,EagleSTAR TrialBalance,20260624,250025.00
RKX,netAssets,EagleSTAR TrialBalance,20260624,250025.00
RKX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
RKX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
RKX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
RKX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
RKX,mon3Sales,EagleSTAR TrialBalance,20260624,250025.00
RKX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
RMBC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
RMBC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
RMBC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
RMBC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
RMBC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
RMBC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-14460.74
RMBC,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,77.49
RMBC,totAssets,EagleSTAR TrialBalance,20260624,235869.36
RMBC,totLiabs,EagleSTAR TrialBalance,20260624,77.49
RMBC,netAssets,EagleSTAR TrialBalance,20260624,235791.87
RMBC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
RMBC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
RMBC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
RMBC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
RMBC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
RMBC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
SAMX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
SAMX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
SAMX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
SAMX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
SAMX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
SAMX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
SAMX,totAssets,EagleSTAR TrialBalance,20260624,250000.00
SAMX,netAssets,EagleSTAR TrialBalance,20260624,250000.00
SAMX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
SAMX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
SAMX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
SAMX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
SAMX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
SAMX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
SCJN,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
SCJN,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
SCJN,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
SCJN,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
SCJN,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-138.18
SCJN,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,17152.76
SCJN,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,242.40
SCJN,totAssets,EagleSTAR TrialBalance,20260624,1017562.62
SCJN,totLiabs,EagleSTAR TrialBalance,20260624,242.40
SCJN,netAssets,EagleSTAR TrialBalance,20260624,1017320.22
SCJN,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
SCJN,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
SCJN,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
SCJN,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
SCJN,mon3Sales,EagleSTAR TrialBalance,20260624,750000.00
SCJN,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
SCMY,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
SCMY,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
SCMY,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
SCMY,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,55920.23
SCMY,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,1925.23
SCMY,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,49618.91
SCMY,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,599.13
SCMY,totAssets,EagleSTAR TrialBalance,20260624,4756303.14
SCMY,totLiabs,EagleSTAR TrialBalance,20260624,599.13
SCMY,netAssets,EagleSTAR TrialBalance,20260624,4755704.01
SCMY,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
SCMY,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
SCMY,mon2Sales,EagleSTAR TrialBalance,20260624,5026994.00
SCMY,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
SCMY,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
SCMY,mon3Redemption,EagleSTAR TrialBalance,20260624,509398.00
SIMX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
SIMX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
SIMX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
SIMX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
SIMX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
SIMX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,3990.20
SIMX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,78.05
SIMX,totAssets,EagleSTAR TrialBalance,20260624,254320.71
SIMX,totLiabs,EagleSTAR TrialBalance,20260624,78.05
SIMX,netAssets,EagleSTAR TrialBalance,20260624,254242.66
SIMX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
SIMX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
SIMX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
SIMX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
SIMX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
SIMX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
SK,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
SK,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
SK,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
SK,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
SK,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
SK,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
SK,totAssets,EagleSTAR TrialBalance,20260624,250000.00
SK,netAssets,EagleSTAR TrialBalance,20260624,250000.00
SK,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
SK,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
SK,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
SK,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
SK,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
SK,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
SMCC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
SMCC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
SMCC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
SMCC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
SMCC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
SMCC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
SMCC,totAssets,EagleSTAR TrialBalance,20260624,250000.00
SMCC,netAssets,EagleSTAR TrialBalance,20260624,250000.00
SMCC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
SMCC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
SMCC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
SMCC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
SMCC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
SMCC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
SNDC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
SNDC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
SNDC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
SNDC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
SNDC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
SNDC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
SNDC,totAssets,EagleSTAR TrialBalance,20260624,250000.00
SNDC,netAssets,EagleSTAR TrialBalance,20260624,250000.00
SNDC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
SNDC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
SNDC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
SNDC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
SNDC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
SNDC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
STYL,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
STYL,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
STYL,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,-389.44
STYL,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,31904.38
STYL,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
STYL,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,4816.95
STYL,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,333.62
STYL,totAssets,EagleSTAR TrialBalance,20260624,1452947.95
STYL,totLiabs,EagleSTAR TrialBalance,20260624,333.62
STYL,netAssets,EagleSTAR TrialBalance,20260624,1452614.33
STYL,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
STYL,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
STYL,mon2Sales,EagleSTAR TrialBalance,20260624,1289168.50
STYL,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
STYL,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
STYL,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
TAJX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
TAJX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
TAJX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
TAJX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
TAJX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-644.95
TAJX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,50359.56
TAJX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,4722.63
TAJX,totAssets,EagleSTAR TrialBalance,20260624,666103.38
TAJX,totLiabs,EagleSTAR TrialBalance,20260624,4722.63
TAJX,netAssets,EagleSTAR TrialBalance,20260624,661380.75
TAJX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
TAJX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
TAJX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
TAJX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
TAJX,mon3Sales,EagleSTAR TrialBalance,20260624,361272.00
TAJX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
TELX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
TELX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
TELX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
TELX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
TELX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
TELX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
TELX,totAssets,EagleSTAR TrialBalance,20260624,250000.00
TELX,netAssets,EagleSTAR TrialBalance,20260624,250000.00
TELX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
TELX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
TELX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
TELX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
TELX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
TELX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
TESC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
TESC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
TESC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
TESC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
TESC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
TESC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
TESC,totAssets,EagleSTAR TrialBalance,20260624,250000.00
TESC,netAssets,EagleSTAR TrialBalance,20260624,250000.00
TESC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
TESC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
TESC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
TESC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
TESC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
TESC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
TPLX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
TPLX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
TPLX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
TPLX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
TPLX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
TPLX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,10283.60
TPLX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,78.90
TPLX,totAssets,EagleSTAR TrialBalance,20260624,260614.72
TPLX,totLiabs,EagleSTAR TrialBalance,20260624,78.90
TPLX,netAssets,EagleSTAR TrialBalance,20260624,260535.82
TPLX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
TPLX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
TPLX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
TPLX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
TPLX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
TPLX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
TWSC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
TWSC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
TWSC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
TWSC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
TWSC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
TWSC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
TWSC,totAssets,EagleSTAR TrialBalance,20260624,250000.00
TWSC,netAssets,EagleSTAR TrialBalance,20260624,250000.00
TWSC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
TWSC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
TWSC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
TWSC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
TWSC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
TWSC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
UCTX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
UCTX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
UCTX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
UCTX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
UCTX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
UCTX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
UCTX,totAssets,EagleSTAR TrialBalance,20260624,250000.00
UCTX,netAssets,EagleSTAR TrialBalance,20260624,250000.00
UCTX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
UCTX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
UCTX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
UCTX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
UCTX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
UCTX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
UMCX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
UMCX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
UMCX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
UMCX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
UMCX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
UMCX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,34122.68
UMCX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,77.52
UMCX,totAssets,EagleSTAR TrialBalance,20260624,284452.80
UMCX,totLiabs,EagleSTAR TrialBalance,20260624,77.52
UMCX,netAssets,EagleSTAR TrialBalance,20260624,284375.28
UMCX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
UMCX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
UMCX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
UMCX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
UMCX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
UMCX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
USX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
USX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
USX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
USX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
USX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-1537.37
USX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-16552.19
USX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,3988.13
USX,totAssets,EagleSTAR TrialBalance,20260624,472211.66
USX,totLiabs,EagleSTAR TrialBalance,20260624,3988.13
USX,netAssets,EagleSTAR TrialBalance,20260624,468223.53
USX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
USX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
USX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
USX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
USX,mon3Sales,EagleSTAR TrialBalance,20260624,235845.00
USX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
VBX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
VBX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
VBX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
VBX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
VBX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-680.89
VBX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,2600.42
VBX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,3542.91
VBX,totAssets,EagleSTAR TrialBalance,20260624,881014.50
VBX,totLiabs,EagleSTAR TrialBalance,20260624,3542.91
VBX,netAssets,EagleSTAR TrialBalance,20260624,877471.59
VBX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
VBX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
VBX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
VBX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
VBX,mon3Sales,EagleSTAR TrialBalance,20260624,624852.00
VBX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
VOOX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
VOOX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
VOOX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
VOOX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
